,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,county,car_count
13317,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Kerry,8
13318,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Kildare,9
13319,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Kilkenny,4
13320,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Laois,2
13321,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Leitrim,2
13322,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Longford,3
13323,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Louth,7
13324,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Mayo,6
13325,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Meath,10
13326,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Monaghan,0
13327,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Offaly,1
13328,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Roscommon,2
13329,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Sligo,1
13330,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Westmeath,3
13331,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Wexford,3
13332,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Wicklow,9
13333,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Limerick,4
13334,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Waterford,5
13335,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Tipperary,4
13336,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Cork,22
13337,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Land Rover,All bands,Dublin,88
13339,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Carlow,3
13340,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Cavan,4
13341,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Clare,10
13342,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Donegal,17
13343,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Galway,42
13344,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Kerry,4
13345,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Kildare,20
13346,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Kilkenny,5
13347,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Laois,2
13348,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Leitrim,3
13349,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Longford,2
13350,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Louth,14
13351,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Mayo,11
13352,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Meath,20
13353,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Monaghan,2
13354,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Offaly,2
13355,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Roscommon,4
13356,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Sligo,3
13357,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Westmeath,10
13358,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Wexford,6
13359,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Wicklow,15
13360,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Limerick,10
13361,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Waterford,5
13362,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Tipperary,6
13363,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Cork,41
13364,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Lexus,All bands,Dublin,275
13366,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Carlow,11
13367,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Cavan,20
13368,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Clare,33
13369,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Donegal,36
13370,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Galway,52
13371,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Kerry,23
13372,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Kildare,84
13373,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Kilkenny,19
13374,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Laois,20
13375,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Leitrim,11
13376,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Longford,7
13377,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Louth,39
13378,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Mayo,21
13379,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Meath,65
13380,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Monaghan,11
13381,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Offaly,29
13382,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Roscommon,13
13383,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Sligo,18
13384,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Westmeath,20
13385,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Wexford,38
13386,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Wicklow,43
13387,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Limerick,36
13388,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Waterford,20
13389,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Tipperary,36
13390,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Cork,86
13391,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mazda,All bands,Dublin,337
13393,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Carlow,34
13394,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Cavan,47
13395,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Clare,56
13396,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Donegal,66
13397,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Galway,198
13398,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Kerry,59
13399,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Kildare,100
13400,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Kilkenny,46
13401,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Laois,34
13402,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Leitrim,18
13403,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Longford,18
13404,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Louth,99
13405,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Mayo,64
13406,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Meath,125
13407,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Monaghan,43
13408,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Offaly,35
13409,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Roscommon,43
13410,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Sligo,30
13411,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Westmeath,46
13412,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Wexford,66
13413,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Wicklow,70
13414,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Limerick,76
13415,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Waterford,37
13416,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Tipperary,97
13417,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Cork,223
13418,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Dublin,878
13420,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mini,All bands,Carlow,7
13421,Second Hand Private Cars,2016,All engine capacities with respect to private cars (cc),Mini,All bands,Cavan,12
