"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"All Private Cars","2015","Up to 900 cc","All makes","Band  A","Wicklow","Number","28"
"All Private Cars","2015","Up to 900 cc","All makes","Band  A","Limerick","Number","16"
"All Private Cars","2015","Up to 900 cc","All makes","Band  A","Waterford","Number","25"
"All Private Cars","2015","Up to 900 cc","All makes","Band  A","Tipperary","Number","13"
"All Private Cars","2015","Up to 900 cc","All makes","Band  A","Cork","Number","90"
"All Private Cars","2015","Up to 900 cc","All makes","Band  A","Dublin","Number","270"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","All licensing authorities","Number","123"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Carlow","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Cavan","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Clare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Donegal","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Galway","Number","11"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Kerry","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Kildare","Number","4"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Kilkenny","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Laois","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Leitrim","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Longford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Louth","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Mayo","Number","3"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Meath","Number","6"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Monaghan","Number","2"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Offaly","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Roscommon","Number","3"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Sligo","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Westmeath","Number","2"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Wexford","Number","3"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Wicklow","Number","2"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Limerick","Number","14"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Waterford","Number","2"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Tipperary","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Cork","Number","21"
"All Private Cars","2015","Up to 900 cc","All makes","Band  B","Dublin","Number","45"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","All licensing authorities","Number","3"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Carlow","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Cavan","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Clare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Donegal","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Galway","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Kerry","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Kildare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Kilkenny","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Laois","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Leitrim","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Longford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Louth","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Mayo","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Meath","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Monaghan","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Offaly","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Roscommon","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Sligo","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Westmeath","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Wexford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Wicklow","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Limerick","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Waterford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Tipperary","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Cork","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  C","Dublin","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","All licensing authorities","Number","2"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Carlow","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Cavan","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Clare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Donegal","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Galway","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Kerry","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Kildare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Kilkenny","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Laois","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Leitrim","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Longford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Louth","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Mayo","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Meath","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Monaghan","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Offaly","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Roscommon","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Sligo","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Westmeath","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Wexford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Wicklow","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Limerick","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Waterford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Tipperary","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Cork","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  D","Dublin","Number","1"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","All licensing authorities","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Carlow","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Cavan","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Clare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Donegal","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Galway","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Kerry","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Kildare","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Kilkenny","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Laois","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Leitrim","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Longford","Number","0"
"All Private Cars","2015","Up to 900 cc","All makes","Band  E","Louth","Number","0"
