"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Kilkenny","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Laois","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Leitrim","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Longford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Louth","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Mayo","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Meath","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Monaghan","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Offaly","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Roscommon","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Sligo","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Westmeath","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Wexford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Wicklow","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Limerick","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Waterford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Tipperary","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Cork","Number","2"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daewoo","All bands","Dublin","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","All licensing authorities","Number","19"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Carlow","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Cavan","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Clare","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Donegal","Number","3"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Galway","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Kerry","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Kildare","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Kilkenny","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Laois","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Leitrim","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Longford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Louth","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Mayo","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Meath","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Monaghan","Number","3"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Offaly","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Roscommon","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Sligo","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Westmeath","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Wexford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Wicklow","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Limerick","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Waterford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Tipperary","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Cork","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Daihatsu","All bands","Dublin","Number","7"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","All licensing authorities","Number","2"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Carlow","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Cavan","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Clare","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Donegal","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Galway","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Kerry","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Kildare","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Kilkenny","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Laois","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Leitrim","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Longford","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Louth","Number","1"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Mayo","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Meath","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Monaghan","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Offaly","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Roscommon","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Sligo","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Westmeath","Number","0"
"All Private Cars","2015","All engine capacities with respect to private cars (cc)","Dodge","All bands","Wexford","Number","0"
