,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,Licensing Authority,UNIT,VALUE
13466,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Wexford,Number,0.0
13467,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Wicklow,Number,0.0
13468,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Limerick,Number,0.0
13469,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Waterford,Number,0.0
13470,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Tipperary,Number,0.0
13471,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Cork,Number,0.0
13472,New Private Cars,2016,Up to 900 cc,All makes,Band  C,Dublin,Number,0.0
13473,New Private Cars,2016,Up to 900 cc,All makes,Band  D,All licensing authorities,Number,0.0
13474,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Carlow,Number,0.0
13475,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Cavan,Number,0.0
13476,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Clare,Number,0.0
13477,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Donegal,Number,0.0
13478,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Galway,Number,0.0
13479,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Kerry,Number,0.0
13480,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Kildare,Number,0.0
13481,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Kilkenny,Number,0.0
13482,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Laois,Number,0.0
13483,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Leitrim,Number,0.0
13484,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Longford,Number,0.0
13485,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Louth,Number,0.0
13486,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Mayo,Number,0.0
13487,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Meath,Number,0.0
13488,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Monaghan,Number,0.0
13489,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Offaly,Number,0.0
13490,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Roscommon,Number,0.0
13491,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Sligo,Number,0.0
13492,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Westmeath,Number,0.0
13493,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Wexford,Number,0.0
13494,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Wicklow,Number,0.0
13495,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Limerick,Number,0.0
13496,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Waterford,Number,0.0
13497,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Tipperary,Number,0.0
13498,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Cork,Number,0.0
13499,New Private Cars,2016,Up to 900 cc,All makes,Band  D,Dublin,Number,0.0
13500,New Private Cars,2016,Up to 900 cc,All makes,Band  E,All licensing authorities,Number,0.0
13501,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Carlow,Number,0.0
13502,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Cavan,Number,0.0
13503,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Clare,Number,0.0
13504,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Donegal,Number,0.0
13505,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Galway,Number,0.0
13506,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Kerry,Number,0.0
13507,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Kildare,Number,0.0
13508,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Kilkenny,Number,0.0
13509,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Laois,Number,0.0
13510,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Leitrim,Number,0.0
13511,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Longford,Number,0.0
13512,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Louth,Number,0.0
13513,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Mayo,Number,0.0
13514,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Meath,Number,0.0
13515,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Monaghan,Number,0.0
13516,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Offaly,Number,0.0
13517,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Roscommon,Number,0.0
13518,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Sligo,Number,0.0
13519,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Westmeath,Number,0.0
13520,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Wexford,Number,0.0
13521,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Wicklow,Number,0.0
13522,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Limerick,Number,0.0
13523,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Waterford,Number,0.0
13524,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Tipperary,Number,0.0
13525,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Cork,Number,0.0
13526,New Private Cars,2016,Up to 900 cc,All makes,Band  E,Dublin,Number,0.0
13527,New Private Cars,2016,Up to 900 cc,All makes,Band  F,All licensing authorities,Number,0.0
13528,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Carlow,Number,0.0
13529,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Cavan,Number,0.0
13530,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Clare,Number,0.0
13531,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Donegal,Number,0.0
13532,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Galway,Number,0.0
13533,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Kerry,Number,0.0
13534,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Kildare,Number,0.0
13535,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Kilkenny,Number,0.0
13536,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Laois,Number,0.0
13537,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Leitrim,Number,0.0
13538,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Longford,Number,0.0
13539,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Louth,Number,0.0
13540,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Mayo,Number,0.0
13541,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Meath,Number,0.0
13542,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Monaghan,Number,0.0
13543,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Offaly,Number,0.0
13544,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Roscommon,Number,0.0
13545,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Sligo,Number,0.0
13546,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Westmeath,Number,0.0
13547,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Wexford,Number,0.0
13548,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Wicklow,Number,0.0
13549,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Limerick,Number,0.0
13550,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Waterford,Number,0.0
13551,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Tipperary,Number,0.0
13552,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Cork,Number,0.0
13553,New Private Cars,2016,Up to 900 cc,All makes,Band  F,Dublin,Number,0.0
13554,New Private Cars,2016,Up to 900 cc,All makes,Band  G,All licensing authorities,Number,0.0
13555,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Carlow,Number,0.0
13556,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Cavan,Number,0.0
13557,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Clare,Number,0.0
13558,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Donegal,Number,0.0
13559,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Galway,Number,0.0
13560,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Kerry,Number,0.0
13561,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Kildare,Number,0.0
13562,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Kilkenny,Number,0.0
13563,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Laois,Number,0.0
13564,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Leitrim,Number,0.0
13565,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Longford,Number,0.0
13566,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Louth,Number,0.0
13567,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Mayo,Number,0.0
13568,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Meath,Number,0.0
13569,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Monaghan,Number,0.0
13570,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Offaly,Number,0.0
13571,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Roscommon,Number,0.0
13572,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Sligo,Number,0.0
13573,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Westmeath,Number,0.0
13574,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Wexford,Number,0.0
13575,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Wicklow,Number,0.0
13576,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Limerick,Number,0.0
13577,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Waterford,Number,0.0
13578,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Tipperary,Number,0.0
13579,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Cork,Number,0.0
13580,New Private Cars,2016,Up to 900 cc,All makes,Band  G,Dublin,Number,0.0
13581,New Private Cars,2016,Up to 900 cc,All makes,Not available,All licensing authorities,Number,4.0
13582,New Private Cars,2016,Up to 900 cc,All makes,Not available,Carlow,Number,0.0
13583,New Private Cars,2016,Up to 900 cc,All makes,Not available,Cavan,Number,0.0
13584,New Private Cars,2016,Up to 900 cc,All makes,Not available,Clare,Number,0.0
13585,New Private Cars,2016,Up to 900 cc,All makes,Not available,Donegal,Number,0.0
13586,New Private Cars,2016,Up to 900 cc,All makes,Not available,Galway,Number,0.0
13587,New Private Cars,2016,Up to 900 cc,All makes,Not available,Kerry,Number,0.0
13588,New Private Cars,2016,Up to 900 cc,All makes,Not available,Kildare,Number,0.0
13589,New Private Cars,2016,Up to 900 cc,All makes,Not available,Kilkenny,Number,0.0
13590,New Private Cars,2016,Up to 900 cc,All makes,Not available,Laois,Number,0.0
13591,New Private Cars,2016,Up to 900 cc,All makes,Not available,Leitrim,Number,0.0
13592,New Private Cars,2016,Up to 900 cc,All makes,Not available,Longford,Number,0.0
13593,New Private Cars,2016,Up to 900 cc,All makes,Not available,Louth,Number,0.0
13594,New Private Cars,2016,Up to 900 cc,All makes,Not available,Mayo,Number,0.0
13595,New Private Cars,2016,Up to 900 cc,All makes,Not available,Meath,Number,0.0
13596,New Private Cars,2016,Up to 900 cc,All makes,Not available,Monaghan,Number,0.0
13597,New Private Cars,2016,Up to 900 cc,All makes,Not available,Offaly,Number,0.0
13598,New Private Cars,2016,Up to 900 cc,All makes,Not available,Roscommon,Number,0.0
13599,New Private Cars,2016,Up to 900 cc,All makes,Not available,Sligo,Number,0.0
13600,New Private Cars,2016,Up to 900 cc,All makes,Not available,Westmeath,Number,0.0
13601,New Private Cars,2016,Up to 900 cc,All makes,Not available,Wexford,Number,0.0
13602,New Private Cars,2016,Up to 900 cc,All makes,Not available,Wicklow,Number,1.0
13603,New Private Cars,2016,Up to 900 cc,All makes,Not available,Limerick,Number,1.0
13604,New Private Cars,2016,Up to 900 cc,All makes,Not available,Waterford,Number,2.0
13605,New Private Cars,2016,Up to 900 cc,All makes,Not available,Tipperary,Number,0.0
13606,New Private Cars,2016,Up to 900 cc,All makes,Not available,Cork,Number,0.0
13607,New Private Cars,2016,Up to 900 cc,All makes,Not available,Dublin,Number,0.0
13608,New Private Cars,2016,901-1000 cc,All makes,All bands,All licensing authorities,Number,11750.0
13609,New Private Cars,2016,901-1000 cc,All makes,All bands,Carlow,Number,94.0
13610,New Private Cars,2016,901-1000 cc,All makes,All bands,Cavan,Number,120.0
13611,New Private Cars,2016,901-1000 cc,All makes,All bands,Clare,Number,190.0
13612,New Private Cars,2016,901-1000 cc,All makes,All bands,Donegal,Number,240.0
13613,New Private Cars,2016,901-1000 cc,All makes,All bands,Galway,Number,368.0
13614,New Private Cars,2016,901-1000 cc,All makes,All bands,Kerry,Number,245.0
13615,New Private Cars,2016,901-1000 cc,All makes,All bands,Kildare,Number,471.0
13616,New Private Cars,2016,901-1000 cc,All makes,All bands,Kilkenny,Number,220.0
13617,New Private Cars,2016,901-1000 cc,All makes,All bands,Laois,Number,105.0
13618,New Private Cars,2016,901-1000 cc,All makes,All bands,Leitrim,Number,36.0
13619,New Private Cars,2016,901-1000 cc,All makes,All bands,Longford,Number,61.0
13620,New Private Cars,2016,901-1000 cc,All makes,All bands,Louth,Number,317.0
13621,New Private Cars,2016,901-1000 cc,All makes,All bands,Mayo,Number,220.0
13622,New Private Cars,2016,901-1000 cc,All makes,All bands,Meath,Number,320.0
13623,New Private Cars,2016,901-1000 cc,All makes,All bands,Monaghan,Number,102.0
13624,New Private Cars,2016,901-1000 cc,All makes,All bands,Offaly,Number,105.0
13625,New Private Cars,2016,901-1000 cc,All makes,All bands,Roscommon,Number,532.0
13626,New Private Cars,2016,901-1000 cc,All makes,All bands,Sligo,Number,133.0
13627,New Private Cars,2016,901-1000 cc,All makes,All bands,Westmeath,Number,132.0
13628,New Private Cars,2016,901-1000 cc,All makes,All bands,Wexford,Number,563.0
13629,New Private Cars,2016,901-1000 cc,All makes,All bands,Wicklow,Number,310.0
13630,New Private Cars,2016,901-1000 cc,All makes,All bands,Limerick,Number,357.0
13631,New Private Cars,2016,901-1000 cc,All makes,All bands,Waterford,Number,386.0
13632,New Private Cars,2016,901-1000 cc,All makes,All bands,Tipperary,Number,270.0
13633,New Private Cars,2016,901-1000 cc,All makes,All bands,Cork,Number,1633.0
13634,New Private Cars,2016,901-1000 cc,All makes,All bands,Dublin,Number,4220.0
13635,New Private Cars,2016,901-1000 cc,All makes,Band  A,All licensing authorities,Number,11578.0
13636,New Private Cars,2016,901-1000 cc,All makes,Band  A,Carlow,Number,94.0
13637,New Private Cars,2016,901-1000 cc,All makes,Band  A,Cavan,Number,119.0
13638,New Private Cars,2016,901-1000 cc,All makes,Band  A,Clare,Number,190.0
13639,New Private Cars,2016,901-1000 cc,All makes,Band  A,Donegal,Number,239.0
13640,New Private Cars,2016,901-1000 cc,All makes,Band  A,Galway,Number,366.0
13641,New Private Cars,2016,901-1000 cc,All makes,Band  A,Kerry,Number,243.0
13642,New Private Cars,2016,901-1000 cc,All makes,Band  A,Kildare,Number,463.0
13643,New Private Cars,2016,901-1000 cc,All makes,Band  A,Kilkenny,Number,215.0
13644,New Private Cars,2016,901-1000 cc,All makes,Band  A,Laois,Number,105.0
13645,New Private Cars,2016,901-1000 cc,All makes,Band  A,Leitrim,Number,35.0
13646,New Private Cars,2016,901-1000 cc,All makes,Band  A,Longford,Number,61.0
13647,New Private Cars,2016,901-1000 cc,All makes,Band  A,Louth,Number,316.0
13648,New Private Cars,2016,901-1000 cc,All makes,Band  A,Mayo,Number,220.0
13649,New Private Cars,2016,901-1000 cc,All makes,Band  A,Meath,Number,319.0
13650,New Private Cars,2016,901-1000 cc,All makes,Band  A,Monaghan,Number,102.0
13651,New Private Cars,2016,901-1000 cc,All makes,Band  A,Offaly,Number,104.0
13652,New Private Cars,2016,901-1000 cc,All makes,Band  A,Roscommon,Number,532.0
13653,New Private Cars,2016,901-1000 cc,All makes,Band  A,Sligo,Number,132.0
13654,New Private Cars,2016,901-1000 cc,All makes,Band  A,Westmeath,Number,132.0
13655,New Private Cars,2016,901-1000 cc,All makes,Band  A,Wexford,Number,562.0
13656,New Private Cars,2016,901-1000 cc,All makes,Band  A,Wicklow,Number,305.0
13657,New Private Cars,2016,901-1000 cc,All makes,Band  A,Limerick,Number,354.0
13658,New Private Cars,2016,901-1000 cc,All makes,Band  A,Waterford,Number,385.0
13659,New Private Cars,2016,901-1000 cc,All makes,Band  A,Tipperary,Number,265.0
13660,New Private Cars,2016,901-1000 cc,All makes,Band  A,Cork,Number,1622.0
13661,New Private Cars,2016,901-1000 cc,All makes,Band  A,Dublin,Number,4098.0
13662,New Private Cars,2016,901-1000 cc,All makes,Band  B,All licensing authorities,Number,171.0
13663,New Private Cars,2016,901-1000 cc,All makes,Band  B,Carlow,Number,0.0
13664,New Private Cars,2016,901-1000 cc,All makes,Band  B,Cavan,Number,1.0
13665,New Private Cars,2016,901-1000 cc,All makes,Band  B,Clare,Number,0.0
13666,New Private Cars,2016,901-1000 cc,All makes,Band  B,Donegal,Number,1.0
13667,New Private Cars,2016,901-1000 cc,All makes,Band  B,Galway,Number,2.0
13668,New Private Cars,2016,901-1000 cc,All makes,Band  B,Kerry,Number,2.0
13669,New Private Cars,2016,901-1000 cc,All makes,Band  B,Kildare,Number,8.0
13670,New Private Cars,2016,901-1000 cc,All makes,Band  B,Kilkenny,Number,5.0
13671,New Private Cars,2016,901-1000 cc,All makes,Band  B,Laois,Number,0.0
13672,New Private Cars,2016,901-1000 cc,All makes,Band  B,Leitrim,Number,1.0
13673,New Private Cars,2016,901-1000 cc,All makes,Band  B,Longford,Number,0.0
13674,New Private Cars,2016,901-1000 cc,All makes,Band  B,Louth,Number,1.0
13675,New Private Cars,2016,901-1000 cc,All makes,Band  B,Mayo,Number,0.0
13676,New Private Cars,2016,901-1000 cc,All makes,Band  B,Meath,Number,1.0
13677,New Private Cars,2016,901-1000 cc,All makes,Band  B,Monaghan,Number,0.0
13678,New Private Cars,2016,901-1000 cc,All makes,Band  B,Offaly,Number,1.0
13679,New Private Cars,2016,901-1000 cc,All makes,Band  B,Roscommon,Number,0.0
13680,New Private Cars,2016,901-1000 cc,All makes,Band  B,Sligo,Number,1.0
13681,New Private Cars,2016,901-1000 cc,All makes,Band  B,Westmeath,Number,0.0
13682,New Private Cars,2016,901-1000 cc,All makes,Band  B,Wexford,Number,1.0
13683,New Private Cars,2016,901-1000 cc,All makes,Band  B,Wicklow,Number,5.0
13684,New Private Cars,2016,901-1000 cc,All makes,Band  B,Limerick,Number,3.0
13685,New Private Cars,2016,901-1000 cc,All makes,Band  B,Waterford,Number,1.0
13686,New Private Cars,2016,901-1000 cc,All makes,Band  B,Tipperary,Number,5.0
13687,New Private Cars,2016,901-1000 cc,All makes,Band  B,Cork,Number,10.0
13688,New Private Cars,2016,901-1000 cc,All makes,Band  B,Dublin,Number,122.0
13689,New Private Cars,2016,901-1000 cc,All makes,Band  C,All licensing authorities,Number,0.0
13690,New Private Cars,2016,901-1000 cc,All makes,Band  C,Carlow,Number,0.0
13691,New Private Cars,2016,901-1000 cc,All makes,Band  C,Cavan,Number,0.0
13692,New Private Cars,2016,901-1000 cc,All makes,Band  C,Clare,Number,0.0
13693,New Private Cars,2016,901-1000 cc,All makes,Band  C,Donegal,Number,0.0
13694,New Private Cars,2016,901-1000 cc,All makes,Band  C,Galway,Number,0.0
13695,New Private Cars,2016,901-1000 cc,All makes,Band  C,Kerry,Number,0.0
13696,New Private Cars,2016,901-1000 cc,All makes,Band  C,Kildare,Number,0.0
13697,New Private Cars,2016,901-1000 cc,All makes,Band  C,Kilkenny,Number,0.0
13698,New Private Cars,2016,901-1000 cc,All makes,Band  C,Laois,Number,0.0
13699,New Private Cars,2016,901-1000 cc,All makes,Band  C,Leitrim,Number,0.0
13700,New Private Cars,2016,901-1000 cc,All makes,Band  C,Longford,Number,0.0
13701,New Private Cars,2016,901-1000 cc,All makes,Band  C,Louth,Number,0.0
13702,New Private Cars,2016,901-1000 cc,All makes,Band  C,Mayo,Number,0.0
13703,New Private Cars,2016,901-1000 cc,All makes,Band  C,Meath,Number,0.0
13704,New Private Cars,2016,901-1000 cc,All makes,Band  C,Monaghan,Number,0.0
13705,New Private Cars,2016,901-1000 cc,All makes,Band  C,Offaly,Number,0.0
13706,New Private Cars,2016,901-1000 cc,All makes,Band  C,Roscommon,Number,0.0
13707,New Private Cars,2016,901-1000 cc,All makes,Band  C,Sligo,Number,0.0
13708,New Private Cars,2016,901-1000 cc,All makes,Band  C,Westmeath,Number,0.0
13709,New Private Cars,2016,901-1000 cc,All makes,Band  C,Wexford,Number,0.0
13710,New Private Cars,2016,901-1000 cc,All makes,Band  C,Wicklow,Number,0.0
13711,New Private Cars,2016,901-1000 cc,All makes,Band  C,Limerick,Number,0.0
13712,New Private Cars,2016,901-1000 cc,All makes,Band  C,Waterford,Number,0.0
13713,New Private Cars,2016,901-1000 cc,All makes,Band  C,Tipperary,Number,0.0
13714,New Private Cars,2016,901-1000 cc,All makes,Band  C,Cork,Number,0.0
13715,New Private Cars,2016,901-1000 cc,All makes,Band  C,Dublin,Number,0.0
13716,New Private Cars,2016,901-1000 cc,All makes,Band  D,All licensing authorities,Number,0.0
13717,New Private Cars,2016,901-1000 cc,All makes,Band  D,Carlow,Number,0.0
13718,New Private Cars,2016,901-1000 cc,All makes,Band  D,Cavan,Number,0.0
13719,New Private Cars,2016,901-1000 cc,All makes,Band  D,Clare,Number,0.0
13720,New Private Cars,2016,901-1000 cc,All makes,Band  D,Donegal,Number,0.0
13721,New Private Cars,2016,901-1000 cc,All makes,Band  D,Galway,Number,0.0
13722,New Private Cars,2016,901-1000 cc,All makes,Band  D,Kerry,Number,0.0
13723,New Private Cars,2016,901-1000 cc,All makes,Band  D,Kildare,Number,0.0
13724,New Private Cars,2016,901-1000 cc,All makes,Band  D,Kilkenny,Number,0.0
